Review,Mhs0,Mhs0,Ahli
"kenapa di KBS ada hewan mati lgi? selama belakangan ini,, saya mendengar beberapa hewan di KBS mati.. apa bisa akan bertahan jika semakinlama semakin banyak hewan mati.. kiranya,, jika tau ada hewan sakit,, lebih baik segera ditangan i secepat mungkin.. jiak tidak,, banyak hewan-hewan yang kurang sehat sehingga bisa mati.. lebih baik diberikan perawatan yang lebih baik lagi.. thks",1,,
"Sebagai icon-nya Surabaya tempat ini cukup terkenal & selalu ramai dikunjungi orang setiap liburan..Namun, entah mengapa pengelolaannya sangat kacau.. sehingga banyak hewan yang mati, sakit parah, kawin campur, kawin dengan saudara sendiri, dsb.. Dari segi kebersihan tempatnya pun nol besar.. apa yg membuat org layak mengunjunginya?",1,,
"sepuluh tahun yang lalu, kami mengajak 4 anak ke KBS. kondisinya menyedihkan. gajahnya dikurung, bisonnya tua dan tidak kuat berdiri, kotor, aquarium air laut nya dipakai u tempat pacaran. jadi kurang edukatif dan tidak nyaman. sekarang .....????? hanya ramai ketika libur lebaran. ayo pemkot surabaya benahi KBS nya!!!!",1,,
"Ya, tempat ini lebih pantas disebut sebagai kuburan hewan, dimana anda bisa melihat bagaimana hewan-hewan ini tinggal menunggu ajalnya saja, banyak hewan yang sakit hingga dibiarkan mati. Saya tidak mengerti bagaimana cara pengelola tempat ini memperlakukan binatang0 yang ada disini. Apabila anda penyayang binatang, sebaiknya anda tidak berkunjung ke tempat ini, atau anda tidak akan bisa tidur tiga hari tiga malam, dan saya pernah mengalaminya.",1,,
"sangat disayangkan, mengingat permasalahan yang dihadapi terkait manajemen, kebun binatang ini tidak begitu terawat, terlihat dari adanya berita hewan-hewan yang meninggal dengan frekuensi yang cukup tinggi. Padahal kebun binatang ini merupakan salah satu destinasi wisata favorit keluarga untuk memberi edukasi pada anak.",1,,
"keadaannya sangat amat parah sekali. bahkan beberapa waktu lalu, ketika saya lewat di lampu merah dekat sana, ada beberapa pegawai Kebun Binatang Surabaya yang mengedarkan kotak sumbangan yang bertuliskan bahwa mereka sudah beberapa bulan tidak mendapat gaji. Sungguh tempat yang sangat memalukan. Saya harap semoga ada pihak yg bisa memperbaiki keadaan ini.",1,,
sayang sekali banyak hewan mati dan terlihat tidak terurus baik,1,,
"BiHewannya lengkap tapi tempatnya masih kurang bersih, belum ada kesadaran rakyat Jatim yang datang ke Zoo ini agar membuang sampah pada tempatnya, baiknya diberi sanksi bagi pengunjung yg kedapatan membuang sampah sembarangan...",1,,
"suasananya yang panas, tidak ada guide satwa, dan yang paling memprihatinkan, kesehatan satwanya kurang sekali diperhatikan.",1,,
"kebun binatang dengan kondisi hewannya tidak terawat, rentan penyakit menular, saya tidak mau mengajak anak saya kesana karena resiko kena penyakit tinggi sekali",1,,
"sebenarnya niatnya ingin refresing sama teman0 ,, saat itu ber4 ke KBS, namun banyak sekali, kandang binatang yang kotor dan tak terawat, kecewa berat,, sudah masuknya 05rb, tapi ngak sesuai dengan fasilitas yang ada, kasihan binatang0 di KBS sudah sendiri dan tak terawat lagi.",1,,
"waktu saya terakhir kesana....sedang byk fasilitas yg direnovasi.... satwa semakin sedikit dan terdengar kabar banyak satwa yg mati entah karna sakit atau kurang baiknya penanganan oleh petugas... namun begitu animal show, boat & outbond cukup menarik minat pengunjung hingga tak ayal stiap hari biasa terlebih hari libur terbukti tak pernah sepi pengunjung.....karna selain harga tiket masuknya murah, lokasinya pun mudah dijangkau, apalagi di area KBS banyak org berjualan beraneka makanan khas suroboyo...semakin mantaaavvv rasanya,,kl kesurabaya ga kesini,,ga afdol lah ya... ;p",1,,
sayang sekali kebun binatang di surabaya tidak terawat dan banyak binatang mati,1,,
"kebun binatang surabaya memang harus berbenah diri mengingat banyak binatang yang mati karena berbagai hal. saya sebagai penguinjung berharap KBS terus bekerja keras supaya tidak ada anggapan bahwa KBS sebagai obyek wisata yang kurang mandapat perhatian yang semestinya. KBS sesungguhnya menawarkan ksesejukan dan tempat yang nyaman setelah melihat hiruk pikuk kota Surabaya yang seakan tidak pernah tidur. Disinilah seharusnya peran pemda setempat untuk menjadikan KBS sebagai obyek wisata yang menyenangkan dengan kandang-kandang binatang yang bersih, binatang-binatang yang lengkap dan bersih. Saya yakin wisatawan akan lebih tertarik dengan KBS sebagai obyek wisata yang menyenangkan.",1,,
fasilitas sangat buruk banyak hewan yang tak terawat dan hewan nya tak ada yang baru,1,,
"saat ini sedang banyak masalah dengan managemen dan pemelihaaran binatang, kandang burung banyak yang overload. trus banyak binatang lain yang mengalami mutasi genetis karena perkawinan sedarah",1,,
"Koleksi hewan tidak lengkap, banyak yang luka dan terlihat sakit. Tempatnya kotor, bau tidak sedap, banyak sampah berserakan dan kurang papan penunjuk",1,,
"Saya telah beberapa kali mengunjungi tempat ini sebelum akhirnya memutuskan untuk tidak mengunjunginya hingga ada perubahan signifikan mengenai kesejahteraan hewan yang mereka pelihara. Bukannya apa. Namun bagaimana saya mendapat unsur rekreasi, jika hewan yang saya temui tidak jarang dalam keadaan sakit, kurus dan meraung tanpa sebab didalam kandangnya? Ukuran kandang singa dan macannya saja, menurut saya pribadi (yang bukan seorang ahli) terlalu kecil. Macannya meraung, nampak gelisah, juga kurus. Bahkan sempat diberitakan, singa koleksi KBS mati karena buruknya sanitasi dan kondisi kandang (mohon dikoreksi jika informasi ini salah). Kematian satwa koleksi secara beruntun, tentu juga mengundang keprihatinan. Dan koleksi satwa yang hilang (ya, hilang!) hingga kini juga tidak ada kabar beritanya. Semoga akan segera ada perbaikan.",1,,
"Bau sekali dan kotor seperti tidak terawat , ada beberpa kandang yang kosong dan hewan"" terlihat kurus dan tidak terawat",1,,
"Kebun Binatang Surabaya. Jika anda datang dengan bermobil, jangan tertipu oleh beberapa orang yang menawarkan tempat parkir di pinggir jalan atau di rumah0 penduduk. Bukan masalah keamanan, hanya saja lebih nyaman jika memarkir kendaraan pada lahan parkir yang telah disediakan. Kecuali jika memang sedang high Season, tawaran itu bisa dipertimbangkan, karena lahan parkir seringkali tak mampu menampung luberan kendaraan pengunjung. Antri di pembelian tiket masuk, agak kurang nyaman, tapi itu lebih baik dari pada anda membeli pada calo tiket. Pada hari-hari biasa, anda tak akan menjumpai calo tiket, tapi pada high season, banyak yang akan menawarkan tiket masuk pada anda. Masuk di tempat wisata dan tempat belajar ini, kesan teduh langsung kita dapatkan. Suara burung-burung mendominasi. Namun sayang sekali, suasana itu dirusak oleh banyaknya sampah berserak disana-sini. Bukan sepenuhnya kesalahan pengelola, lebih karena kesadaran pengunjung yang kurang untuk membuang sampah pada tempat yang disediakan. Namun tetap saja anda hati-hati melangkahkan kaki, tak jarang Unta yang dikaryakan untuk menarik kereta hiburan itu buang hajat seenaknya. Koleksi binatang di Surabaya's Zoo terbilang lengkap, meskipun ada beberapa kandang yang kosong. Di tiap kandang ada papan yang memuat tentang nama satwa dan penjelasan mengenai satwa tersebut. Beberapa ada yang tidak sesuai antara papan dan isi kandang. Berada di tempat ini, anda tak perlu khawatir kelaparan. Ada penjual makanan yang (setahu saya) dikelola oleh koperasi. Rata-rata menawarkan makanan khas Surabaya. Jika bertujuan mengenalkan anak-anak anda pada bermacam satwa, Kebun Binatang Surabaya dapat menjadi salah satu pilihan.",1,,
"Lebih banyak binatang dibandingkan dengan kebun binatang Yogja. Akuarium di kebun binatang harus membayar biaya masuk terpisah 05 k. Sangat panas di dalam kompleks. Unta (5 hingga 6), komodo liqzard, harimau (satu hanya terlihat).",1,,
"Saya biasanya pergi ke kebun binatang kapan pun saya bisa dan ini kecil tapi menyenangkan. Standar keselamatan agak berbeda di bagian dunia ini tetapi sangat menyenangkan. Saya terutama menikmati memberi makan gajah dan naik gajah. Kami memang melihat beberapa hewan lain yang tampak cukup aktif termasuk monyet, walabi dan komodo. Saya akan kembali",0,,
"Siapa yang tidak tahu KBS (Kebun Binatang Surabaya) satu-satunya kebun binatang di Surabaya, terletak dekat joyoboyo. Tempat tidak terlalu besar untuk menutupi besar orang terutama selama liburan. Beberapa bagian dari kebun binatang terlihat bagus tapi masih perlu banyak perbaikan. Juga perlu untuk menambahkan beberapa bangku atau area piknik karena banyak orang membawa seperti koran atau plastik untuk duduk. Hewan juga terlihat kurus dan hewan untuk objek wisata terlihat lelah. Untuk informasi anda untuk biaya masuk Rp. 05111 dan jika ingin pergi ke kebun binatang di beberapa bagian ada biaya tambahan.",0,,
Ini adalah salah satu tempat. Saya merasa kasihan miskin hewan. Di kandang yang kecil. Hewan-hewan yang menunjukkan tanda-tanda stres dan mereka tidak dalam kondisi baik.,1,,
"Kebun Binatang ini sangat bagus, gajah di kandang kecil, tapi sisanya adalah sangat baik dan memiliki banyak ruang untuk hewan. Menampilkan sangat baik (meskipun bisa menggunakan beberapa bantuan akuarium. Saya harus telah sangat sedikit Solo Barat karena ada lebih banyak orang yang ingin mengambil foto saya itu dari hewan tersebut. Hanya titik adalah mengecilkan anak memberi makan monyet dan burung.",0,,
Hewan adalah dalam kondisi yang buruk dan tidak menarik sama sekali. Manajemen pasti tidak peduli tentang mereka hewan yang sehat,1,,
"Menghindari tempat ini seperti wabah ini sangat buruk. Ada di sana untuk memprotes petisi yang sebenarnya akan ditutup. TIDAK MENGUNJUNGI - jika semua orang akan berhenti maka ini akan ditutup. Malnutrisi dan hewan-hewan dalam kondisi mengerikan, hewan ini adalah kamp konsentrasi.",1,,
"Kebun binatang adalah 011 tahun. Ini jelas menunjukkan ini tahun. Hewan-hewan dalam kondisi baik, beberapa sedikit lebih ramai seperti rusa dan pelikan. Kebun Binatang ini memiliki indah pohon dan semak untuk mengagumi. Proboscis Monkey di daerah mulai dibangun kembali. Beberapa renovasi yang sedang dilakukan. Pintu masuk biaya yang sangat murah, ini setiap hari tidak akan menutupi tagihan makanan. Layak dikunjungi untuk mendukung kebun binatang. Bagaimana orang membuang sampah sedih setiap tempat dan beberapa hewan untuk mendapatkan perhatian di. Staf yang sangat membantu.",0,,
"Sehingga beberapa hewan, kebanyakan adalah burung, monyet, kura-kura besar, beberapa crocs, beruang madu, gajah, dan entah bagaimana bau sangat tidak menyenangkan...",1,,
"kebun binatang ini memiliki banyak hewan tropis dan mereka mendapatkan perawatan yang baik, sayangnya kebun binatang itu perlu renovasi, yang lain berpikir itu bagus, taman dan halaman untuk pengunjung perlu lebih bersih",1,,
"Tempat ini sangat tidak dirawat dengan baik. Terlalu buruk, karena sebenarnya memiliki potensi yang sangat bagus. Terletak di tengah kota, hotel ini dapat menarik banyak pengunjung.",1,,
"manajemen yang sangat buruk, tidak merasa aman saat mengunjungi kebun binatang surabaya, seluruh tempat kotor, hewan ini tidak sehat. Perlu ditingkatkan di semua departemen agar kebun binatang untuk menjadi sibuk lagi.",1,,
"sangat yg menyedihkan untuk melihat semua binatang-binatang yang tidak diurus dengan baik, fasilitas yang sangat baik terutama, kekurangan gizi hewan jika cukup beruntung untuk bertahan tapi paling keren adalah melengangkan. Manajemen perlu langkah itu dan mengambil tanggung jawab.",1,,
"KBS - The Binatang surabaya (surabaya zoo) telah sekitar untuk waktu yang sangat lama di surabaya. Tapi sayangnya, kebun binatang ini tidak begitu terawat. Banyak hewan sangkar kecil & kotor, dan hewan tidak terlihat bahagia. Pengunjung yang menggunakan toilet juga kotor. Hanya beberapa hewan seperti monyet dan orang utan dan cukup beruntung untuk hidup dalam lingkungan hidup yang lebih cocok dan tidak terkunci dalam kandang. Harga tiket yang sangat murah, hanya rp 05,111, - per orang. Tapi aku lebih suka membayar banyak lebih dari yang untuk melihat kehidupan binatang-binatang di banyak lain lebih cocok hidup saya.",1,,
"Halo KBS dari (kebun Binatang surabaya) di kebun binatang surabaya, jawa timur, indonesia. Di sini adalah sangat menyenangkan, kita bisa melihat hewan minum di sini. Tempat ini sempurna untuk mengundang anak-anak untuk bermain dan mengenal berbagai jenis hewan.",0,,
"Kebun binatang terbesar ini yang pernah saya kenal. Ada begitu banyak hewan. Tapi aku tidak tahu mengapa, kebun binatang ini tampaknya tidak begitu menarik bagi orang-orang untuk datang. Di tempat ini, anda akan menemukan patung ikan hiu dan buaya yang sebagai ikon kota surabaya. Banyak orang datang untuk mengambil foto dengan ikon ini. kamarnya relatif luas. AFIETADI. Web. id",1,,
"Tidak hanya kebun binatang yang terletak di jantung kota, perlu sedikit lebih biasa. Ramai di akhir pekan. Harus lingkaran di sekitar untuk parkir dan cukup beruntung untuk mendapatkan satu langsung pergi!",1,,
Kembali ke kebun binatang surabaya seperti itu dekat dengan di mana aku tinggal. Kebun binatang dukungan untuk kebutuhan banyak perbaikan. Merasa sedih saat ini di negara bagian kebun binatang dan hewan. Jika lapar dan diperlukan beberapa benar-benar indah.,1,,
Kebun binatang adalah dalam kondisi menyedihkan dan kebutuhan merubah utama. sangat sedih dan kecewa melihat semua hewan. Benar-benar merasa seperti mereka tidak makan jenis makanan yang layak. Hewan yang akan mengikuti anda di sekitar ketika mereka melihat anda.,1,,
Saya pergi di sini dengan keluarga saya. Kami berada di sini untuk sekitar 3 dan setengah jam. Saya setuju dengan orang lain bahwa tempat ini bisa menjadi sebuah harta karun untuk surabaya jika menerima banyak perlu perawatan dan perbaikan. Ini adalah senilai check out dan biaya masuk adalah sangat rendah.,1,,
"mengingat rp 05,111 per tiket, tempat ini adalah nilai untuk uang. sangat tenang jika anda datang pada hari kerja, bawalah buah-buahan untuk dekat untuk hewan seperti babi rusa, hippo dan monkey adalah ide yang baik, berikutnya saya akan mencoba untuk memberi makan buaya dan arapaima, ini indah. tempat ini adalah alternatif yang baik untuk membosankan shopping mall",0,,
Tempat ini membutuhkan banyak perbaikan... Banyak kera tampak sedih dan kandang tampak mengerikan... Bau seperti staf tidak bekerja terlalu banyak untuk dibersihkan. Dibandingkan dengan kebun binatang di bali yang satu ini terlihat begitu buruk Auch...,1,,
"Bagi pengunjung Barat, terutama Hewan liberationists, kebun binatang ini tidak dianjurkan. Meskipun tidak dalam kategori terburuk kebun binatang Asia, beberapa kandang kotor dan suram. Kandang burung, khususnya, meninggalkan banyak yang harus diinginkan. Tetapi ada beberapa positif di sini. Kebun binatang adalah pengingat Indonesia luar biasa keragaman-ada semua jenis hornbills, primata dan kucing di layar. Dating kembali ke 0908, terdapat beberapa bangunan tua yang menarik di situs dan berdaun jalan untuk berjalan bersama. Terbaik dari semua, itu mungkin memacu Anda untuk membuat perjalanan untuk melihat beberapa Indonesia vanishing warisan alam.",1,,
"Aku tinggal di Surabaya dan saya selalu bingung mengapa kebun binatang ini disebutkan sebagai kebun binatang terbesar di Asia Timur. Aku pergi ke sana tahun lalu dan hanya memiliki kesempatan untuk menulis review. Biaya masuk murah tapi kebersihan begitu miskin dan tidak dikelola baik. Ini adalah begitu sayang bahwa pemerintah dan manajemen tidak melakukan apa pun untuk merenovasi itu atau setidaknya mencoba untuk menjaga dengan hati-hati. Aku melihat kulit kacang, botol, dan banyak sampah di kandang, bahkan di tiger's kandang, juga di jalan setapak. Secara keseluruhan ada bau yang tidak menyenangkan dan binatang yang kurus. Toilet's lampu was broke down, bau bukanlah hal yang baik, dan kebersihan bukanlah hal yang baik. Saya membaca di koran yang sekarang pemerintah adalah melihat ke depan untuk merenovasi itu, menambahkan waterpark, dan bahkan memiliki kebun binatang malam. Berharap mereka akan kemajuan segera sehingga dapat menjadi salah satu objek wisata menarik terbaik di Surabaya, karena di sini kita tidak memiliki banyak fasilitas rekreasi. Sekarang, banyak orang pergi ke Kota Batu untuk memiliki rekreasi karena Batu kota tumbuh begitu cepat, hanya dalam satu atau dua tahun, mereka sudah Jatim Park, BNS, kebun binatang rahasia Batu, kota taman dengan roda ferris, dan minggu lalu aku hanya melihat sebuah hotel baru yang membuka lengkap dengan waterpark. Benar-benar mereka adalah jauh lebih bersih dibandingkan dengan kebun binatang Surabaya atau Kenjeran beach.....",1,,
"Keseluruhan kebun binatang perlu banyak renovasi di dalam bangunan dan Revolusi pada manajemen. Lokasi sangat hebat di tengah-tengah kota Surabaya, sebagai OASIS hanya kota. Baik sekali lagi tidak terlalu buruk untuk mengunjungi, tapi sangat ironis sebagai sebelumnya kebun binatang terbaik SOUTH EAST Asia.",1,,
Tempat yang nyaman intuk memperkenalkan ank anak dengan dunia hewan. Tempatnya cukup strategis dan mudah dijangkau dari luar kota. Tiket murah dan parkir cukup murah,0,,
Dari luar terlihat kecil tapi waktu didalam seperti dalam hutan besar. Kebersihan sdh bagus ada tempat sampah ditiap pinggiran jalan hanya masih bnyak orang buang sampah sembarangan.cukup banyak jenis binatang terutama rusa .utk gorila dan orang utan dan simpanse sayang tidak ada pohon asli hnya dari tembok yg dibuat menyerupai pohon jd kelihatan tandus sekali.didalam kebun binatang ada loket khusus para pecinta ikan dan reptil hnya harus membayar ekstra untuk masuk tapi masih terjangkau harganya.selebihnya sudah lebih baik dari kebun binatang di bukit tinggi.bagus buat dewasa dan anak kecil daripada pergi ke mall terus terusan lebih baik ke kebun binatang.,1,,
"sayang sekali area KBS kurang terawat, hewan kurang bervariasi dan keliatan kurang sehat, mereka juga butuh dirawat",1,,
"Banyak kandang yg kosong krn dalam renovasi, aquarium sudah jadi namun harus bayar lg 01k jika ingin masuk Waktu kesana hewannya pada tidur semua jadi tidak bisa liat, pada berendam di air kuda nil & buaya nya. Macan, singa, juga pada tidur",1,,
"KBS merupakan tempat yang tepat untuk memperkenalkan satwa kepada anak-anak atau menambah pengetahuan tentang fauna dan habitatnya di tengah era milenial yang serba digital. Namun, kondisi KBS saat ini kurang menarik, kandang satwa banyak yang kotor, koleksi hewan yang kurang lengkap dan kondisi fisik binantang yang terkesan dibiarkan. Harapannya ke depan manajemen memperhatikan hal-hal berikut dan semakin ditingkatkan",1,,
"Salah satu objek wisata di kota Surabaya yang wajib di kunjungi, dimana lokasinya yang berada di tengah kota sehingga mudah dijangkau baik kendaraan umum atau pribadi. Kebun binatang Surabaya memiliki banyak aneka fauna, baik reptil, mamalia, ungas,dll. tapi sayang untuk koleksi ikan di kebun binatang Surabaya Kurang terawat. Tempat ini cocok bagi anda yang ingin pergi piknik atau mengajak anak-anak untuk mengenal binatang, karena selain melihat disini pengunjung juga bisa berinteraksi dengan beberapa hewan koleksi kebun binatang Surabaya.",1,,
"Dulu gak akan rekom tempat ini karena tempatnya kotor dan bau kotoran. Maka saya cukup terkejut saat akhir Agustus 0107 ini banyak perubahan cukup signifikan. Bagian depan biasanya kumuh ama PKL, sekarang bersih. Parkir motor jadi luas dan mobil juga punya tempat parkir lebih. Parkir motor Rp5111. Jalannya yang biasanya aspal rusak, mulai diganti dengan paving. Wahana yg mangkrak mulai dimaksimalkan. Ada kapal yg dikayuh, naik kapal keliling kbs, wahana mainan anak, taman selfi, naik gajah, naik onta dan kereta onta. Ada pula booth booth jualan yang banyak juga. Yang menarik tentu waktu pas feeding time, kebetulan liat pas kasih makan harimau Benggala. Disitu ada aksi keeper beraksi sama harimau. Keeper disana juga membantah kalo hewannya kekurangan makan. Dia mencontohkan Benggala memang besar dan gemuk. Beda dengan harimau sumatera yg ukurannya lbh kecil. Jadi keepernya mgkn sebel juga dituduh ga kasih makan harimau. Hehehe.... Soal kebersihan, jempol nomor satu deh. Biasanya bau, pas datang cling cling gak ada bau kotoran sama sekali. Kamar mandi bersih dan gak bau.Tong sampah banyaaaak kiri kanan dan petugas kebersihan tanggap ada dimana-mana. Kalo bersih banget mungkin gak bisa karena daun yang jatuh karena angin tak bisa dicegah. Yang bisa dicegah cuma orang yang mau buang sembarangan. Terus berbenah, bravo buat pengurus KBS.",0,,
"Kebun binatang ini adalah salah satu tempat wisata di kota surabaya, di sini bisa berkunjung santai bersama teman-teman, kelurga ataupun pasangannya masing-masing.",0,,
Kebun binatang surabaya ini tempatnya luas dan tepat di belakang ikon patung suro dan boyo tiket masuk 05 ribu,0,,
"Kebetulan anak lg ultah, n ada keluarga dr jakarta sm ponakan0.. Jd drpd bingung0 mo kemana, jadilah ajak mereka ksini.. so far mereka senang liat hewan0 yg ada disini Tempatnya jg lumayan bersih.. Hanya saja koleksi hewan nya krg banyak menurut saya,",1,,
"Tarifnya terlalu murah, kasihan tempatnya kotor, dan binatangnya tampak tidak begitu terurus. Overall sebenarnya menyenangkan berkunjung kesini, terutama untuk yang baru pertama kali berkunjung ke surabaya",1,,
"sayang sekali ini icon kota surabaya destinasi yang bagus semasa saya kecil dulu, namun sekarang sangat memprihatinkan bau dan banyak hewan yang mati sia"" serta kotor harus benar"" di tingkatkan",1,,
"Sekarang di sini hewan-hewannya banyak yang berkurang,tidak seperti saat saya kecil dulu sangat disayangkan",1,,
"Sayang skali kbs yg skarang managemennya jelek bgt, blm bisa memperbaiki sarana dan prasarananya, hewan0 banyak yg mati, air keruh, kotor dan bau, serta hewan0 langka banyak yg mati, kandang jarang dibersihkan.",1,,
"Mungkin karena musim hujan jadi aromanya tidak sedap ketika kami berjalan menyusuri jalan yang di samping kanan kiri ada kandang terbukanya. Tapi anak saya suka karena lihat binatang macem-macem, ada beberapa yang berinteraksi juga. Semoga makin sukses KBS",1,,
Baik pengunjung dan manajemen kebun binatang sama-sama tidak menjaga kebersihan. Harga tiket masuk relatif murah.,1,,
"Kebun Binatang Surabaya saat ini menjadi sorotan banyak pihak diluar, mungkin dikarenakan beberapa pemberitaan negatif di media. Memang ada beberapa hewan yang terlihat sakit tapi disisi lain dari pihat kebun binatang juga mulai berbenah terlihat dari beberapa kandang yang sedang diperbaharui. Dari beberapa kebun binatang yang kami kunjungi disinilah yang paling banyak terdapat kucing liar :( Kebersihan perlu diperhatikan, mungkin perlu banyak perbaikan sehingga bisa sebaik kebun binatan di kota lain.",1,,
Kebun binatang terletak dekat pusat kota dan menyajikan berbagai macam hewan tiket masuk tidak mahal sebagai wisata edukasi juga buat anak bisa,0,,
"Kebon Binatang Surabaya ini memiliki koleksi binatang yang sangat lengkap. Mulai binatang asli tropis, hingga binatang gurun seperti onta.",0,,
"Pertama kali saya mengunjungi Kebun Binatang Surabaya pada saat saya baru saja masuk kuliah pada tahun 0108, keadaan Kebun Binatang saat itu sangat memprihatinkan, tidak seru. Banyak wahana yang tutup, akuarium juga tutup saat itu, banyak kandang hewan yang kosong dan kotor, sampah berserakan, dan pelayanannya sangat minim, tempat duduk untuk beristirahat juga tidak layak untuk disinggahi, Shelter juga dalam kondisi tidak baik, sungguh bukan pengalaman yang bagus untuk kali pertama datang berkunjung. Tahun lalu saya pergi untuk melakukan pra-penelitian tugas akhir, sepertinya pembangunan dan pembaharuan sudah dilakukan sejak awal tahun 0100. Sekarang jauh lebih bagus, kandang-kandangnya cukup bersih dan apik, kursi-kursi diperbanyak dan dibenahi, shelter juga kini ada di banyak spot, banyak kandang dan hewan baru, spot-spot foto yang tak kalah menarik, dan banyak lagi. Harga tiket masuknya juga masih tergolong murah 31.111 untuk total dua tiket (tiket kebun binatang utama dan tiket masuk akuarium) Sayangnya, perpustakaannya tidak diperhatikan. Semoga lain waktu, saya bisa melihat-lihat perpustakaan barunya.",1,,
"Kota menginap di sino dengan kluarga besar dan sangat membuat kita happy tentunya , segala ya g ada disini semua the brst dan terbaik , kita sekeluarga sangat menikmati waktu liburan disini karena semua di lyani sengan baik dan membuat kita nyaman",0,,
"Itu harium nya kenapa bisa sekurus ituuuu???!!!!
Kebersihannya kurang
Tolong buat para penjaga kbs bisa lebih diperhatikan kondisi satwa dan lingkungan, jika kualitas bagus sy yakin kbs bisa ramai sprti dulu",1,,
Destinasi liburan bareng keluarga paling favorit. Banyak perubahan yg lebih baik dari terakhir berkunjung pas masih kecil dulu.hehehehe...,0,,
saya dari solo dan menginap di sebuah hotel lalu berkunjung di kebun binatang surabaya sangat terhibur sekali dengan hewan hewan yang ada kebun binatang bisa memakan i langsung hewan jerapah sangat senang sekali,0,,
"Kebun binatang surabaya adalah tempat yang tepat untuk mendidik anak di dunia biologi atau hewan,banyak hewan yang bisa di pelajari (nama,asal,makanan dan nama latin) selain itu anak bisa mengenal banyak hewan,tempatnya asri dan sejuk cocok buat keluarga yang ingin liburan di tengah kota dan proses belajar",0,,
"bagi yang asli warga dan ber-ktp surabaya..akan kangen dengan suara burung. Blekok. Saat mengunjungi, kbs (kebun binatang surabaya) wonokromo ini....sekarang  setelah bberapa waktu. Seiring dengan kesibukan dan keramaian kota surabaya. Sudah tidak bisa menikmati aneka hewan yang di koleksi kbs surabaya..bagi kuarga mampu sepeetinya lebih ke nuansa alam di pasuruan.",1,,
"Berlibur bersama istri, mengunjungi Keluarga saya di Kota kelahiran saya, Kota Surabaya sambil wisata Kuliner",0,,
"Tempatnya sejuk, banyak hewan hewan langka yang terdapat disana. Dan kita bisa menemui monumen iconic surabaya.",0,,
"Kebun binatang surabaya sekarang jadi lebih tertata.
Denga  tiket masuk yang terjangkau
Bisa jadi pilihan liburan keluarga
Weekend rameee banget biasanya gaess
Jadi mending kalo kesini pas weekday ajah.
Jadi lebih santai.",0,,
"Cocok untuk healing , untuk anak kecil cocok untuk menenangkan pikiran",0,,
?? Bagus,0,,
Rute wisatanya membingungkan. Binatangnya lengkap dan kebersihan terjaga,1,,
Masih perlu ditingkatkan jadi lebih baik,1,,
" Itu bagus, Anda tidak akan menyesalinya. Tapi agak bingung lokasi hewannya karena tidak tahu utara dan selatan?? …",0,,
"Rate Rp. 05.111,-
Cukup lengkap lah hewannya, rekomend dah .",0,,
"tiket masuk 05.111 pas hari minggu, kalo hri biasa bisa cashless tapi kalo weekend dianjurkan cash aja sih biar ga antri lama. ruame banget pas weekend, hewan hewannya juga terawat dengan baik.",0,,
"Tempatnya bagus, ada menara buat liat sekelining, tempatnya eksotis",0,,
"Tambah bagus, banyak spot foto yg keren.....kandangnya banyak yg sudah di renovasi, beberapa diganti kaca sehingga lebih menarik. Sayang masih banyak sampah bekas bungkus makanan/minuman (pengunjung blom punya kesadaran tinggi mengenai buang sampah pada tempatnya).",0,,
Bagus buat qtime. Kesini grgr liat avatar ???? …,0,,
Cocok untuk liburan bersama anak-anak. Hewannya cukup banyak dan terawat. HTM Rp 05.111/orang untuk anak dengan tinggi badan 85cm sudah wajib membayar penuh. Sayangnya masih banyak pengunjung yang buang sampah sembarangan.,0,,
Tempat rekreasi piknik keluarga,0,,
Sudah keren...?????? …,0,,
Lumayan buat tempat berlibur keluarga,0,,
Piknik bareng keluarga asik,0,,
Bagus. Tapi untuk akuarium itu gratisin dong minimal bayarnya jgn mahal0 masa lebih mahal daripada tiket masuk KBS sih. Minimal 01k biar ramai tempatnya juga orang gak kcewa,1,,
"Cukup untuk membuat edukasi anak, untuk tempat nyaman,bersih,sejuk,
Tapi entah kenapa setiap wisata pasti untuk pergi ke toilet harus bayar, padahal toilet tersebut fasilitas untuk pengunjung",1,,
KBS kini makin bagus. Banyak spot foto yg menarik. Hewan0 nya juga banyaakk,0,,
"Terakhir kesini waktu TK! Wkwkwk Kesini karena ada sodara datang dari luar pulau. Hewannya cukup banyak, rame banget karena saya kesana hari minggu. …",0,,
"Karcisnya murah meriah
Cuma calo parkir banyak banget",0,,
Sayang masih kurang terjaga kebersihan area nya... Toilet juga kurang banyak,1,,
"Tempatnya bersih, sayang untuk parkirnya mahal sekali.",1,,
Luas dan binatangnya masih banyak..,1,,
"Ku kurleb Uda ke sini 3-4 kalian kalah di hitung dari kecil, itu dulu agak usang sih
Alhamdulillah ini skrg thn 0103 Uda keren !! …",0,,
"Tempatnya teduh dan sejuk

",0,,
Pas kesana minggu kemarin. Pengunjung nya padat sekali. Sama untuk rute atau peta dalam kebun binatang harap ditingkatkan lagi. Atau dibuat lebih ber alur,1,,
Lebih bersih&nyaman,0,,
Senang banget..area bersih..,0,,
Nyaman banget tapi cape Boss malum udah tua gendong putu,0,,
Buat piknik keluarga cocok agar anak bisa tau tentang berbagai binatang,0,,
"Lumayan bagus,,,,",0,,
"Tiket 05 rb sudah dpt keling"" lihat hewan",0,,
